image_path,label
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_202.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_203.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_204.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_205.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_206.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_207.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_208.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_209.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_21.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_210.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_212.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_213.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_215.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_217.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_218.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_22.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_220.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_222.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_223.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_224.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_225.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_227.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_228.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_229.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_23.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_230.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_232.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_233.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_234.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_235.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_236.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_237.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_238.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_239.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_24.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_241.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_244.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_245.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_246.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_247.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_248.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_249.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_25.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_250.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_251.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_252.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_254.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_255.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_256.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_258.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_259.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_261.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_262.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_263.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_264.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_265.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_266.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_267.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_268.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_269.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_27.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_270.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_271.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_272.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_273.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_274.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_275.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_276.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_277.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_278.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_280.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_281.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_282.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_283.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_285.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_286.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_288.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_289.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_29.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_290.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_291.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_292.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_293.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_294.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_295.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_296.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_297.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_299.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_30.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_300.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_301.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_303.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_304.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_305.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_306.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_307.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_308.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_309.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_310.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_311.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_312.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_313.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_314.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_315.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_316.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_317.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_318.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_319.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_320.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_321.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_322.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_323.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_324.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_325.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_327.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_328.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_329.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_33.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_331.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_333.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_334.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_335.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_336.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_337.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_338.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_339.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_34.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_341.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_342.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_343.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_344.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_345.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_346.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_349.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_35.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_350.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_351.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_352.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_353.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_354.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_355.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_356.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_357.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_358.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_36.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_360.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_361.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_362.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_364.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_365.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_366.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_367.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_368.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_369.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_37.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_370.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_371.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_372.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_374.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_375.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_376.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_377.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_378.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_379.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_38.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_380.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_381.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_382.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_384.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_385.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_386.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_387.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_388.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_389.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_39.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_390.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_391.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_392.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_393.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_394.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_395.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_396.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_397.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_398.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_399.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_4.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_40.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_400.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_401.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_402.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_403.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_404.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_405.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_406.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_407.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_408.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_409.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_41.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_410.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_411.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_412.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_414.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_415.jpg,Closed
C:\\Users\\vaish\\Downloads\\archive\\dataset_new\\train\Closed\_417.jpg,Closed
